TIMESTAMP,AZIMUTH,DISTANCE,SIGNAL_STRENGTH
-1,75.625,105,72
-1,79.25,105,56
-1,82.5,483,64
-1,85.75,503,32
-1,89.6875,494,64
-1,92.9375,507,80
-1,96.5625,488,48
-1,99.8125,482,64
-1,103.0625,483,64
-1,106.625,490,40
-1,109.875,106,72
-1,112.75,107,72
-1,116.375,97,56
-1,119.625,1,56
-1,123.1875,557,40
-1,126.4375,610,40
-1,130.0625,645,48
-1,134,605,40
-1,137.25,803,56
-1,140.5,746,72
-1,144.125,739,72
-1,147.375,786,56
-1,150.9375,54,16
-1,154.5625,1,32
-1,157.8125,775,64
-1,161.0625,698,40
-1,164.3125,719,48
-1,167.5625,714,40
-1,170.75,155,32
-1,174,671,64
-1,177.625,1,56
-1,180.875,237,80
-1,184.125,1,48
-1,187.6875,280,80
-1,190.9375,253,72
-1,194.5625,245,80
-1,197.8125,260,72
-1,201.0625,1,24
-1,204.3125,60,80
-1,207.5625,59,72
-1,211.125,56,72
-1,214.375,61,80
-1,218,60,80
-1,221.9375,58,80
-1,225.1875,57,80
-1,228.4375,56,80
-1,232.0625,56,80
-1,235.3125,59,72
-1,238.875,56,80
-1,242.125,57,80
-1,245.75,55,80
-1,249,54,80
-1,252.5625,62,80
-1,255.8125,59,72
-1,259.0625,65,80
-1,262.3125,58,72
